-29.4;-29.4;3.4556e-14
-29.4;-28.8;6.65701e-13
-29.4;-28.2;6.52158e-12
-29.4;-27.6;2.98283e-11
-29.4;-27;7.05575e-11
-29.4;-26.4;1.09613e-10
-29.4;-25.8;1.22939e-10
-29.4;-25.2;9.31345e-11
-29.4;-24.6;4.81134e-11
-29.4;-24;2.05689e-11
-29.4;-23.4;8.43889e-12
-29.4;-22.8;2.65972e-12
-29.4;-22.2;6.0184e-13
-29.4;-21.6;1.56853e-13
-29.4;-21;6.31104e-14
-29.4;-20.4;2.78551e-14
-29.4;-19.8;9.59468e-15
-29.4;-19.2;1.91409e-15
-29.4;-18.6;2.27379e-16
-29.4;-18;2.48595e-17
-29.4;-17.4;3.44649e-18
-29.4;-16.8;2.75467e-18
-29.4;-16.2;1.2444e-17
-29.4;-15.6;5.77026e-17
-29.4;-15;4.01792e-16
-29.4;-14.4;6.65655e-15
-29.4;-13.8;1.45488e-13
-29.4;-13.2;2.14887e-12
-29.4;-12.6;1.7451e-11
-29.4;-12;7.91348e-11
-29.4;-11.4;2.29786e-10
-29.4;-10.8;6.10291e-10
-29.4;-10.2;2.35971e-09
-29.4;-9.6;1.28579e-08
-29.4;-9;4.62044e-07
-29.4;-8.4;6.7616e-05
-29.4;-7.8;0.0031171
-29.4;-7.2;0.0398968
-29.4;-6.6;0.141778
-29.4;-6;0.149452
-29.4;-5.4;0.386507
-29.4;-4.8;0.430773
-29.4;-4.2;0.133297
-29.4;-3.6;0.149618
-29.4;-3;0.124028
-29.4;-2.4;0.0611402
-29.4;-1.8;0.0145272
-29.4;-1.2;0.00143818
-29.4;-0.6;5.46767e-05
-29.4;0;7.63514e-07
-29.4;0.6;3.81783e-09
-29.4;1.2;6.73183e-12
-29.4;1.8;4.14504e-15
-29.4;2.4;8.85505e-19
-29.4;3;6.53412e-23
-29.4;3.6;1.66012e-27
-29.4;4.2;3.16803e-31
-29.4;4.8;3.27135e-26
-29.4;5.4;1.20624e-21
-29.4;6;1.51671e-17
-29.4;6.6;6.51091e-14
-29.4;7.2;9.5592e-11
