###  Units are X_hat = 1cm.
4.52891	7.46689
4.3573;7.36417
4.18569;7.26146
4.01408;7.15875
3.84247;7.05604
3.67086;6.95332
3.49925;6.85061
3.32764;6.7479
3.15602;6.64518
2.98441;6.54247
2.8128;6.43976
2.64119;6.33705
2.46958;6.23433
2.29797;6.13162
2.12636;6.02891
1.95475;5.9262
1.78314;5.82348
1.61153;5.72077
1.43992;5.61806
1.26831;5.51534
1.0967;5.41263
0.925091;5.30992
0.753481;5.20721
0.581871;5.10449
0.410261;5.00178
0.23865;4.89907
0.0670401;4.79635
-0.10457;4.69364
-0.27618;4.59093
-0.447791;4.48822
-0.619401;4.3855
-0.791011;4.28279
-0.962622;4.18008
-1.13423;4.07737
-1.30584;3.97465
-1.47745;3.87194
-1.64906;3.76923
-1.82067;3.66651
-1.99228;3.5638
-2.16389;3.46109
-2.3355;3.35838
-2.50711;3.25566
-2.67872;3.15295
-2.85033;3.05024
-3.02194;2.94752
-3.19356;2.84481
-3.36517;2.7421
-3.53678;2.63939
-3.70839;2.53667
-3.88;2.43396
-4.05161;2.33125
-4.22322;2.22854
-4.39483;2.12582
-4.56644;2.02311
-4.73805;1.9204
-4.90966;1.81768
-5.08127;1.71497
-5.25288;1.61226
-5.42449;1.50955
-5.5961;1.40683
-5.76771;1.30412
-5.93932;1.20141
-6.11093;1.09869
-6.28254;0.995982
-6.45415;0.893269
-6.62576;0.790556
-6.79737;0.687843
-6.96898;0.585131
-7.14059;0.482418
-7.3122;0.379705
-7.48381;0.276992
-7.65542;0.174279
-7.82703;0.0715666
-7.99864;-0.0311462
-8.17025;-0.133859
-8.34186;-0.236572
-8.51347;-0.339285
-8.68508;-0.441997
-8.85669;-0.54471
-9.0283;-0.647423
-9.19991;-0.750136
-9.37152;-0.852848
-9.54313;-0.955561
-9.71475;-1.05827
-9.88636;-1.16099
-10.058;-1.2637
-10.2296;-1.36641
-10.4012;-1.46913
-10.5728;-1.57184
-10.7444;-1.67455
-10.916;-1.77726
-11.0876;-1.87998
-11.2592;-1.98269
-11.4308;-2.0854
-11.6025;-2.18811
-11.7741;-2.29083
-11.9457;-2.39354
-12.1173;-2.49625
-12.2889;-2.59897
-12.4605;-2.70168
-12.6321;-2.80439
-12.8037;-2.9071
-12.9753;-3.00982
-13.147;-3.11253
-13.3186;-3.21524
-13.4902;-3.31796
-13.6618;-3.42067
-13.8334;-3.52338
-14.005;-3.62609
-14.1766;-3.72881
-14.3482;-3.83152
-14.5198;-3.93423
-14.6914;-4.03694
-14.8631;-4.13966
-15.0347;-4.24237
-15.2063;-4.34508
-15.3779;-4.4478
-15.5495;-4.55051
-15.7211;-4.65322
-15.8927;-4.75593
-16.0643;-4.85865
-16.2359;-4.96136
-16.4075;-5.06407
-16.5792;-5.16679
-16.7508;-5.2695
-16.9224;-5.37221
-17.094;-5.47492
-17.2656;-5.57764
-17.4372;-5.68035
-17.6088;-5.78306
-17.7804;-5.88577
-17.952;-5.98849
-18.1236;-6.0912
-18.2953;-6.19391
-18.4669;-6.29663
-18.6385;-6.39934
