#1 AntPos X	#2 AntVel X	#3 AntPos Y	#4 AntVel Y	#5 AntAngle	
-6.24261;-1.79625;-0.527684;0.879489;2.68628;
-6.42223;-1.79625;-0.439736;0.879489;2.68628;
-6.60185;-1.79625;-0.351787;0.879489;2.68628;
-6.78148;-1.79625;-0.263838;0.879489;2.68628;
-6.9611;-1.79625;-0.175889;0.879489;2.68628;
-7.14073;-1.79625;-0.0879398;0.879489;2.68628;
-7.32035;-1.79625;9.18766e-06;0.879489;2.68628;
-7.49998;-1.79625;0.0879581;0.879489;2.68628;
-7.6796;-1.79625;0.175907;0.879489;2.68628;
-7.85923;-1.79625;0.263856;0.879489;2.68628;
-8.03885;-1.79625;0.351805;0.879489;2.68628;
-8.21848;-1.79625;0.439754;0.879489;2.68628;
-8.3981;-1.79625;0.527703;0.879489;2.68628;
-8.57772;-1.79625;0.615652;0.879489;2.68628;
-8.75735;-1.79625;0.703601;0.879489;2.68628;
-8.93697;-1.79625;0.79155;0.879489;2.68628;
-9.1166;-1.79625;0.879499;0.879489;2.68628;
-9.29622;-1.79625;0.967448;0.879489;2.68628;
-9.47585;-1.79625;1.0554;0.879489;2.68628;
-9.65547;-1.79625;1.14335;0.879489;2.68628;
-9.8351;-1.79625;1.23129;0.879489;2.68628;
-10.0147;-1.79625;1.31924;0.879489;2.68628;
-10.1943;-1.79625;1.40719;0.879489;2.68628;
-10.374;-1.79625;1.49514;0.879489;2.68628;
-10.5536;-1.79625;1.58309;0.879489;2.68628;
-10.7332;-1.79625;1.67104;0.879489;2.68628;
-10.9128;-1.79625;1.75899;0.879489;2.68628;
-11.0925;-1.79625;1.84694;0.879489;2.68628;
-11.2721;-1.79625;1.93489;0.879489;2.68628;
-11.4517;-1.79625;2.02283;0.879489;2.68628;
-11.6313;-1.79625;2.11078;0.879489;2.68628;
-11.811;-1.79625;2.19873;0.879489;2.68628;
-11.9906;-1.79625;2.28668;0.879489;2.68628;
-12.1702;-1.79625;2.37463;0.879489;2.68628;
-12.3498;-1.79625;2.46258;0.879489;2.68628;
-12.5295;-1.79625;2.55053;0.879489;2.68628;
-12.7091;-1.79625;2.63848;0.879489;2.68628;
-12.8887;-1.79625;2.72643;0.879489;2.68628;
-13.0683;-1.79625;2.81438;0.879489;2.68628;
-13.248;-1.79625;2.90232;0.879489;2.68628;
-13.4276;-1.79625;2.99027;0.879489;2.68628;
-13.6072;-1.79625;3.07822;0.879489;2.68628;
-13.7868;-1.79625;3.16617;0.879489;2.68628;
-13.9665;-1.79625;3.25412;0.879489;2.68628;
-14.1461;-1.79625;3.34207;0.879489;2.68628;
-14.3257;-1.79625;3.43002;0.879489;2.68628;
-14.5053;-1.79625;3.51797;0.879489;2.68628;
-14.685;-1.79625;3.60592;0.879489;2.68628;
-14.8646;-1.79625;3.69386;0.879489;2.68628;
-15.0442;-1.79625;3.78181;0.879489;2.68628;
-15.2238;-1.79625;3.86976;0.879489;2.68628;
-15.4035;-1.79625;3.95771;0.879489;2.68628;
-15.5831;-1.79625;4.04566;0.879489;2.68628;
-15.7627;-1.79625;4.13361;0.879489;2.68628;
-15.9423;-1.79625;4.22156;0.879489;2.68628;
