#1 AntPos X;#2 AntPos Y;#3 Distance form nest;#4 Total Distance;#5 Total Y Distance
6.2155;0.264632;6.22113;0.2;-0.196022
6.17581;0.06861;6.17619;0.4;-0.392043
6.13611;-0.127412;6.13743;0.6;-0.588065
6.09642;-0.323433;6.10499;0.8;-0.784086
6.05673;-0.519455;6.07896;1;-0.980108
6.01703;-0.715476;6.05942;1.2;-1.17613
5.97734;-0.911498;6.04644;1.4;-1.37215
5.93765;-1.10752;6.04005;1.6;-1.56817
5.89795;-1.30354;6.04029;1.8;-1.76419
5.85826;-1.49956;6.04714;2;-1.96022
5.81857;-1.69558;6.06059;2.2;-2.15624
5.77887;-1.89161;6.08059;2.4;-2.35226
5.73918;-2.08763;6.10708;2.6;-2.54828
5.69949;-2.28365;6.13997;2.8;-2.7443
5.65979;-2.47967;6.17916;3;-2.94032
5.6201;-2.67569;6.22454;3.2;-3.13635
5.58041;-2.87171;6.27596;3.4;-3.33237
5.54072;-3.06774;6.33329;3.6;-3.52839
5.50102;-3.26376;6.39635;3.8;-3.72441
5.46133;-3.45978;6.465;4;-3.92043
5.42164;-3.6558;6.53904;4.2;-4.11645
5.38194;-3.85182;6.6183;4.4;-4.31247
5.34225;-4.04784;6.70259;4.6;-4.5085
5.30256;-4.24386;6.79172;4.8;-4.70452
5.26286;-4.43989;6.88552;5;-4.90054
5.22317;-4.63591;6.98378;5.2;-5.09656
5.18348;-4.83193;7.08632;5.4;-5.29258
5.14378;-5.02795;7.19297;5.6;-5.4886
5.10409;-5.22397;7.30354;5.8;-5.68463
5.0644;-5.41999;7.41785;6;-5.88065
5.0247;-5.61602;7.53573;6.2;-6.07667
4.98501;-5.81204;7.65703;6.4;-6.27269
4.94532;-6.00806;7.78158;6.6;-6.46871
4.90563;-6.20408;7.90922;6.8;-6.66473
4.86593;-6.4001;8.03981;7;-6.86076
4.82624;-6.59612;8.17321;7.2;-7.05678
4.78655;-6.79214;8.30929;7.4;-7.2528
4.74685;-6.98817;8.4479;7.6;-7.44882
4.70716;-7.18419;8.58894;7.8;-7.64484
4.66747;-7.38021;8.73228;8;-7.84086
4.62777;-7.57623;8.87781;8.2;-8.03688
4.58808;-7.77225;9.02543;8.4;-8.23291
4.54839;-7.96827;9.17503;8.6;-8.42893
4.50869;-8.1643;9.32652;8.8;-8.62495
4.469;-8.36032;9.47981;9;-8.82097
4.42931;-8.55634;9.63482;9.2;-9.01699
4.38962;-8.75236;9.79145;9.4;-9.21301
4.34992;-8.94838;9.94964;9.6;-9.40904
4.31023;-9.1444;10.1093;9.8;-9.60506
4.27054;-9.34043;10.2704;10;-9.80108
4.23084;-9.53645;10.4328;10.2;-9.9971
4.19115;-9.73247;10.5965;10.4;-10.1931
4.15146;-9.92849;10.7615;10.6;-10.3891
4.11176;-10.1245;10.9276;10.8;-10.5852
4.07207;-10.3205;11.0948;11;-10.7812
4.03238;-10.5166;11.2631;11.2;-10.9772
3.99268;-10.7126;11.4324;11.4;-11.1732
3.95299;-10.9086;11.6027;11.6;-11.3693
3.9133;-11.1046;11.774;11.8;-11.5653
3.8736;-11.3006;11.9461;12;-11.7613
3.83391;-11.4967;12.1191;12.2;-11.9573
3.79422;-11.6927;12.2929;12.4;-12.1533
3.75453;-11.8887;12.4675;12.6;-12.3494
3.71483;-12.0847;12.6428;12.8;-12.5454
3.67514;-12.2807;12.8189;13;-12.7414
3.63545;-12.4768;12.9956;13.2;-12.9374
3.59575;-12.6728;13.173;13.4;-13.1334
3.55606;-12.8688;13.3511;13.6;-13.3295
3.51637;-13.0648;13.5298;13.8;-13.5255
3.47667;-13.2609;13.709;14;-13.7215
3.43698;-13.4569;13.8889;14.2;-13.9175
3.39729;-13.6529;14.0692;14.4;-14.1136
3.35759;-13.8489;14.2501;14.6;-14.3096
