#1 AntVel X	#2 AntVel Y	#3 Speed	#4 Turning Angle Rad		#5 Turning Angle Deg	#6 Detected Phero Left	#7 Detected Phero Right	
1.78388;0.962626;2.02704;-0.075916;-4.34966;0.7;0.7
1.5533;0.918757;1.80468;-0.0392932;-2.25133;0.7;0.7
1.81572;1.05471;2.09982;0.0078973;0.452482;0.7;0.7
1.61821;1.05372;1.93104;-0.0509542;-2.91946;0.7;0.7
1.51324;1.18337;1.921;-0.0864836;-4.95514;0.7;0.7
1.6099;1.3044;2.07201;-0.0172756;-0.98982;0.7;0.7
1.61359;1.40282;2.13812;-0.0346833;-1.9872;0.7;0.7
1.51341;1.30455;1.99806;0.0042153;0.241519;0.7;0.7
1.55399;1.41868;2.10417;-0.0284919;-1.63247;0.7;0.7
1.4733;1.36396;2.00774;-0.00696718;-0.39919;0.7;0.7
1.49956;1.3679;2.02974;0.0073646;0.42196;0.7;0.7
1.45707;1.41804;2.03319;-0.0323094;-1.85119;0.7;0.7
1.36006;1.34336;1.91164;-0.00740096;-0.424044;0.7;0.7
1.60566;1.77863;2.39618;-0.0572388;-3.27954;0.7;0.7
1.34234;1.48311;2.00037;0.00128275;0.073496;0.7;0.7
1.34369;1.50115;2.01468;-0.00551249;-0.315842;0.7;0.7
1.37887;1.62823;2.13364;-0.0274418;-1.5723;0.7;0.7
1.35239;1.503;2.02187;0.0300386;1.72108;0.7;0.7
1.18747;1.44822;1.87281;-0.0459114;-2.63053;0.7;0.7
1.46618;1.17057;1.87615;0.210254;12.0467;0.7;0.7
1.56014;1.2462;1.99676;-0.000241469;-0.0138351;0.7;0.7
1.53989;1.24118;1.97782;-0.00440368;-0.252312;0.7;0.7
1.56688;1.22306;1.98771;0.0156162;0.894743;0.7;0.7
1.5892;1.21601;2.00106;0.00964203;0.552448;0.7;0.7
1.67391;1.30025;2.11958;-0.00727504;-0.416829;0.7;0.7
1.84103;1.40627;2.31668;0.00810878;0.464599;0.7;0.7
1.56454;1.27889;2.02073;-0.0329686;-1.88896;0.7;0.7
1.63227;1.18323;2.01602;0.058035;3.32516;0.7;0.7
1.63159;1.2068;2.0294;-0.00960319;-0.550222;0.7;0.7
1.91174;1.27186;2.29617;0.0497941;2.85299;0.7;0.7
1.4967;0.984397;1.79141;0.00527119;0.302017;0.7;0.7
1.62873;1.13447;1.98489;-0.0266183;-1.52512;0.7;0.7
1.54914;0.991505;1.83927;0.0390581;2.23787;0.7;0.7
1.49431;1.12149;1.86834;-0.074486;-4.26773;0.7;0.7
1.62942;1.20363;2.02577;0.00760238;0.435584;0.7;0.7
1.65563;1.18532;2.0362;0.0148824;0.852697;0.7;0.7
1.54217;1.23052;1.97293;-0.0521271;-2.98666;0.7;0.7
1.31577;1.10502;1.71823;-0.025092;-1.43767;0.7;0.7
1.4846;1.23613;1.93185;0.00423146;0.242445;0.7;0.7
1.45918;1.03938;1.79151;0.075393;4.3197;0.7;0.7
1.74374;1.09681;2.06001;0.0574648;3.29249;0.7;0.7
1.69441;1.07767;2.00809;-0.00501158;-0.287142;0.7;0.7
1.82614;1.21101;2.1912;-0.0190835;-1.0934;0.7;0.7
1.66197;1.08592;1.98528;0.00680834;0.390089;0.7;0.7
1.86235;1.00268;2.11511;0.0848657;4.86245;0.7;0.7
1.75682;1.07446;2.05934;-0.0550104;-3.15187;0.7;0.7
1.61207;1.08742;1.94454;-0.0445367;-2.55176;0.7;0.7
1.68721;1.26411;2.10824;-0.0495719;-2.84026;0.7;0.7
1.48732;1.24893;1.94215;-0.0554863;-3.17913;0.7;0.7
1.6092;1.24589;2.03513;0.0396653;2.27265;0.7;0.7
1.58277;1.22947;2.00419;-0.00159445;-0.0913551;0.7;0.7
1.61532;1.27435;2.05748;-0.00752075;-0.430907;0.7;0.7
1.5693;1.23454;1.99669;0.00137767;0.0789345;0.7;0.7
1.55979;1.23441;1.98914;-0.00290417;-0.166396;0.7;0.7
1.4558;1.06201;1.802;0.0392181;2.24703;0.7;0.7
1.70809;1.2237;2.10119;0.0085963;0.492532;0.7;0.7
1.71425;1.41689;2.22401;-0.0690542;-3.95651;0.7;0.7
1.51516;1.25492;1.96737;-0.0010142;-0.0581094;0.7;0.7
1.5681;1.16083;1.95102;0.0544732;3.12108;0.7;0.7
1.59747;1.19964;1.99776;-0.00686354;-0.393252;0.7;0.7
1.59692;1.19017;1.99164;0.00363671;0.208368;0.7;0.7
1.55226;1.04103;1.86903;0.0497218;2.84885;0.7;0.7
1.66412;1.13823;2.01616;-0.00913716;-0.523521;0.7;0.7
1.81031;1.10704;2.12197;0.0510499;2.92494;0.7;0.7
1.7263;1.09203;2.0427;-0.0151883;-0.870224;0.7;0.7
1.66717;1.05676;1.97388;-0.000915295;-0.0524425;0.7;0.7
1.64704;1.02813;1.94159;0.00690381;0.395559;0.7;0.7
1.83331;1.03411;2.10485;0.0444658;2.5477;0.7;0.7
1.60144;1.03515;1.90687;-0.0602534;-3.45226;0.7;0.7
1.73293;1.10871;2.05725;0.00467006;0.267575;0.7;0.7
1.60347;1.08504;1.93609;-0.0257434;-1.47499;0.7;0.7
1.62674;1.1523;1.99351;-0.021403;-1.2263;0.7;0.7
1.59148;1.23012;2.01147;-0.0417121;-2.38993;0.7;0.7
1.48648;0.983034;1.78212;0.0737308;4.22446;0.7;0.7
1.68348;1.09309;2.00723;0.00840607;0.481632;0.7;0.7
1.6436;1.04441;1.94736;0.00981058;0.562105;0.7;0.7
1.68794;1.07289;2.00006;-0.000124793;-0.00715013;0.7;0.7
1.65999;0.894856;1.88583;0.0717835;4.11289;0.7;0.7
1.73248;0.875741;1.94124;0.0263888;1.51197;0.7;0.7
1.80978;0.761616;1.96351;0.0696891;3.99289;0.7;0.7
1.86022;0.726306;1.99698;0.0260982;1.49531;0.7;0.7
1.73761;0.675462;1.86428;0.0014856;0.0851186;0.7;0.700012
1.84464;0.700709;1.97325;0.00772728;0.442741;0.700002;0.729499
1.46878;1.78771;2.3137;-0.519999;-29.7938;0.701169;2.06149
1.53385;1.1632;1.92503;0.234198;13.4186;2.90668;1.84342
2.02347;0.643471;2.12332;0.340936;19.5342;2.66183;1.31365
2.35033;-0.48627;2.40011;0.511907;29.3301;2.48736;0.702636
1.73317;-0.874672;1.94138;0.263357;15.0892;1.10162;0.700001
1.80413;-1.0165;2.07079;0.0457204;2.61959;0.792217;0.7
1.71588;-1.03997;2.00643;0.0317891;1.82138;0.73492;0.7
2.03019;-1.14339;2.33003;-0.0319662;-1.83153;0.704612;0.7
1.5699;-1.31763;2.04957;0.185336;10.619;0.731003;0.7
1.5719;-1.22409;1.9923;-0.0366127;-2.09775;0.700293;0.7
1.67231;-1.05615;1.9779;-0.09834;-5.63447;0.703558;0.7
1.39498;-1.20377;1.84256;0.148657;8.5174;0.928723;0.7
1.41167;-1.08525;1.78061;-0.0565507;-3.24012;0.726103;0.7
1.2666;-1.54699;1.99936;0.229324;13.1393;1.0375;0.7
1.24246;-1.5815;2.01118;0.020154;1.15474;0.703295;0.7
1.43885;-1.57286;2.13171;-0.0750154;-4.29807;0.702959;0.7
1.28832;-1.50927;1.98436;0.0343465;1.96791;0.752196;0.7
1.3707;-1.45084;1.99593;-0.0504202;-2.88886;0.766976;0.7
0.992185;-1.77738;2.03557;0.247865;14.2016;1.20105;0.7
1.2214;-1.81973;2.19163;-0.0819938;-4.6979;0.704829;0.7
0.989227;-1.76911;2.0269;0.0812781;4.65689;0.824398;0.7
1.00344;-1.69388;1.96879;-0.0249528;-1.42969;0.745228;0.7
0.722921;-1.90114;2.03395;0.171435;9.82252;0.891365;0.7
0.698053;-1.8606;1.98724;0.00444674;0.25478;0.705231;0.7
0.708798;-1.84204;1.9737;-0.00840144;-0.481367;0.704376;0.7
0.975723;-1.93889;2.17056;-0.098909;-5.66707;0.703679;0.7
0.91248;-1.74559;1.96969;-0.0154354;-0.884383;0.755385;0.7
0.78903;-1.84273;2.00455;0.0771039;4.41773;0.812845;0.7
0.740652;-1.87029;2.0116;0.0275053;1.57594;0.726217;0.7
0.777897;-1.83513;1.99319;-0.0238717;-1.36775;0.710757;0.7
0.755898;-1.82872;1.97879;0.00897251;0.514087;0.715682;0.7
0.54473;-1.65598;1.74328;0.0741631;4.24924;0.718885;0.7
0.545005;-2.05751;2.12847;0.0588583;3.37233;0.710916;0.700009
0.251996;-1.74434;1.76245;0.115466;6.61573;0.785532;0.709693
0.515444;-1.93611;2.00355;-0.116719;-6.6875;0.97492;1.19206
-0.0802061;-2.05526;2.05682;0.299196;17.1427;3.19575;1.77579
-1.02095;-1.89845;2.15556;0.454411;26.0358;2.75821;1.01189
-1.19409;-1.59914;1.99577;0.147976;8.47841;0.947473;0.709968
-1.33081;-1.66771;2.13361;0.0321176;1.8402;0.868342;0.702082
-1.51676;-1.05466;1.8474;0.289696;16.5984;1.05515;0.700297
-1.47244;-1.03792;1.80149;-0.00641391;-0.36749;0.719974;0.701461
-1.41207;-1.25946;1.89214;-0.114331;-6.55069;0.73563;0.700501
-1.51724;-1.0877;1.86684;0.106359;6.0939;0.928487;0.700028
-1.70589;-1.04236;1.99914;0.073483;4.21027;0.829858;0.700006
-1.81379;-1.32512;2.24628;-0.0824622;-4.72474;0.79368;0.7
-1.93829;-0.842548;2.11349;0.220909;12.6571;1.11472;0.7
-1.73609;-0.573427;1.82834;0.0910302;5.21565;0.817232;0.7
-2.06756;-0.566574;2.14378;0.0515529;2.95376;0.790691;0.701108
-2.08523;-0.3184;2.1094;0.115942;6.64298;1.20788;1.40848
-1.95655;-0.928376;2.16563;-0.291516;-16.7026;2.18858;4.59829
-1.41069;-1.73611;2.23699;-0.445406;-25.5199;1.41092;4.52873
-0.883223;-1.82326;2.02592;-0.231246;-13.2494;1.31185;2.02475
-0.513487;-1.94135;2.00811;-0.192528;-11.0311;0.716039;1.05331
-0.0317373;-1.97403;1.97428;-0.242502;-13.8943;0.700036;0.811595
-0.128003;-1.99143;1.99554;0.0481126;2.75665;0.771065;0.718361
-0.0998849;-2.04983;2.05227;-0.0154989;-0.888021;0.943443;0.758838
-0.570726;-1.92182;2.00478;0.239986;13.7502;1.2431;0.793159
-0.10187;-1.92968;1.93237;-0.235934;-13.518;0.880734;1.03007
-0.432261;-1.97484;2.02159;0.162744;9.32456;1.29152;0.966774
-0.593692;-2.248;2.32507;0.0427162;2.44746;1.06823;0.956118
-0.63151;-1.90335;2.00538;0.0621568;3.56132;0.889836;0.784565
-0.708705;-1.80199;1.93635;0.0543491;3.11398;0.742939;0.707996
-0.73813;-1.86083;2.00188;0.00292184;0.167409;0.707863;0.702344
-0.690765;-1.72576;1.85887;0.00310669;0.178;0.740335;0.751522
-0.60534;-1.92247;2.01552;-0.0756893;-4.33668;0.981141;1.0596
-0.639384;-1.78989;1.90066;0.0380448;2.17981;1.42589;1.41277
-0.63995;-1.94543;2.04798;-0.0252916;-1.4491;1.41907;1.5709
-0.45985;-1.91425;1.96871;-0.0820433;-4.70073;0.973087;1.16212
-0.333298;-2.06665;2.09335;-0.0758598;-4.34644;0.70867;0.818071
-0.255429;-1.94116;1.95789;-0.0290636;-1.66522;0.700116;0.712784
-0.229596;-1.98362;1.99686;-0.015601;-0.893869;0.700059;0.71007
-0.210369;-1.919;1.9305;-0.0060454;-0.346376;0.700015;0.80375
0.482527;-2.04696;2.10306;-0.34069;-19.5201;0.700001;1.34354
0.483813;-1.76777;1.83278;-0.035641;-2.04208;0.700003;0.779489
0.916973;-1.76631;1.99015;-0.211703;-12.1297;0.7;0.900458
1.07033;-1.73851;2.04157;-0.0730066;-4.18297;0.700001;0.771174
1.05387;-1.64356;1.95242;-0.0183195;-1.04963;0.7;0.790355
1.19608;-1.53738;1.94786;-0.0910053;-5.21422;0.7;0.866348
1.39723;-1.70148;2.20166;-0.0263461;-1.50952;0.7;0.845616
1.3562;-1.29724;1.87672;-0.120089;-6.88059;0.7;0.899797
1.72158;-1.25508;2.13051;-0.133241;-7.63415;0.7;0.82299
