#1 AntPos X	#2 AntVel X	#3 AntPos Y	#4 AntVel Y	#5 AntAngle	
4.286;-1.9904;-22.6689;-0.195748;-3.04356;
4.08696;-1.9904;-22.6885;-0.195748;-3.04356;
3.88793;-1.9904;-22.7081;-0.195748;-3.04356;
3.68889;-1.9904;-22.7276;-0.195748;-3.04356;
3.48985;-1.9904;-22.7472;-0.195748;-3.04356;
3.29143;-1.98416;-22.7731;-0.259148;-3.01172;
3.09311;-1.98316;-22.799;-0.259016;-3.01172;
2.8948;-1.98316;-22.8249;-0.259016;-3.01172;
2.69648;-1.98316;-22.8508;-0.259016;-3.01172;
2.49817;-1.98316;-22.8767;-0.259016;-3.01172;
2.29985;-1.98316;-22.9026;-0.259016;-3.01172;
2.10154;-1.98316;-22.9285;-0.259016;-3.01172;
1.90322;-1.98316;-22.9544;-0.259016;-3.01172;
1.7049;-1.98316;-22.9803;-0.259016;-3.01172;
1.50659;-1.98316;-23.0062;-0.259016;-3.01172;
1.30827;-1.98316;-23.0321;-0.259016;-3.01172;
1.10996;-1.98316;-23.058;-0.259016;-3.01172;
0.911641;-1.98316;-23.0839;-0.259016;-3.01172;
0.713326;-1.98316;-23.1098;-0.259016;-3.01172;
0.51501;-1.98316;-23.1357;-0.259016;-3.01172;
0.316694;-1.98316;-23.1616;-0.259016;-3.01172;
0.118379;-1.98316;-23.1875;-0.259016;-3.01172;
-0.0799371;-1.98316;-23.2134;-0.259016;-3.01172;
-0.278253;-1.98316;-23.2393;-0.259016;-3.01172;
-0.476568;-1.98316;-23.2652;-0.259016;-3.01172;
-0.674884;-1.98316;-23.2911;-0.259016;-3.01172;
-0.8732;-1.98316;-23.3171;-0.259016;-3.01172;
-1.07152;-1.98316;-23.343;-0.259016;-3.01172;
-1.26983;-1.98316;-23.3689;-0.259016;-3.01172;
-1.46815;-1.98316;-23.3948;-0.259016;-3.01172;
-1.66646;-1.98316;-23.4207;-0.259016;-3.01172;
-1.86478;-1.98316;-23.4466;-0.259016;-3.01172;
-2.06309;-1.98316;-23.4725;-0.259016;-3.01172;
-2.26141;-1.98316;-23.4984;-0.259016;-3.01172;
-2.45973;-1.98316;-23.5243;-0.259016;-3.01172;
-2.65804;-1.98316;-23.5502;-0.259016;-3.01172;
-2.85636;-1.98316;-23.5761;-0.259016;-3.01172;
-3.05467;-1.98316;-23.602;-0.259016;-3.01172;
-3.25299;-1.98316;-23.6279;-0.259016;-3.01172;
-3.4513;-1.98316;-23.6538;-0.259016;-3.01172;
-3.64962;-1.98316;-23.6797;-0.259016;-3.01172;
-3.84793;-1.98316;-23.7056;-0.259016;-3.01172;
-4.04625;-1.98316;-23.7315;-0.259016;-3.01172;
-4.24457;-1.98316;-23.7574;-0.259016;-3.01172;
-4.44288;-1.98316;-23.7833;-0.259016;-3.01172;
-4.6412;-1.98316;-23.8092;-0.259016;-3.01172;
-4.83951;-1.98316;-23.8351;-0.259016;-3.01172;
-5.03783;-1.98316;-23.861;-0.259016;-3.01172;
-5.23614;-1.98316;-23.8869;-0.259016;-3.01172;
-5.43446;-1.98316;-23.9128;-0.259016;-3.01172;
-5.63278;-1.98316;-23.9387;-0.259016;-3.01172;
-5.83109;-1.98316;-23.9646;-0.259016;-3.01172;
-6.02941;-1.98316;-23.9905;-0.259016;-3.01172;
-6.22772;-1.98316;-24.0164;-0.259016;-3.01172;
-6.42604;-1.98316;-24.0423;-0.259016;-3.01172;
-6.62435;-1.98316;-24.0682;-0.259016;-3.01172;
-6.82267;-1.98316;-24.0941;-0.259016;-3.01172;
-7.02099;-1.98316;-24.12;-0.259016;-3.01172;
-7.2193;-1.98316;-24.1459;-0.259016;-3.01172;
-7.41762;-1.98316;-24.1718;-0.259016;-3.01172;
-7.61593;-1.98316;-24.1977;-0.259016;-3.01172;
-7.81423;-1.98301;-24.2237;-0.260166;-3.01114;
