#1 AntPos X;#2 AntPos Y;#3 Distance form nest;#4 Total Distance;#5 Total Y Distance
-19.3326;-8.77019;21.2289;0.2;0.122719
-19.1747;-8.64747;21.0345;0.4;0.245437
-19.0168;-8.52476;20.8401;0.6;0.368156
-18.8589;-8.40204;20.6459;0.8;0.490875
-18.7009;-8.27932;20.4517;1;0.613593
-18.543;-8.1566;20.2577;1.2;0.736312
-18.3851;-8.03388;20.0638;1.4;0.859031
-18.2272;-7.91116;19.87;1.6;0.981749
-18.0692;-7.78844;19.6763;1.8;1.10447
-17.9113;-7.66573;19.4828;2;1.22719
-17.7534;-7.54301;19.2894;2.2;1.34991
-17.5955;-7.42029;19.0961;2.4;1.47262
-17.4375;-7.29757;18.903;2.6;1.59534
-17.2796;-7.17485;18.71;2.8;1.71806
-17.1217;-7.05213;18.5172;3;1.84078
-16.9638;-6.92941;18.3245;3.2;1.9635
-16.8059;-6.80669;18.132;3.4;2.08622
-16.6479;-6.68398;17.9396;3.6;2.20894
-16.49;-6.56126;17.7474;3.8;2.33165
-16.3321;-6.43854;17.5554;4;2.45437
-16.1742;-6.31582;17.3635;4.2;2.57709
-16.0162;-6.1931;17.1719;4.4;2.69981
-15.8583;-6.07038;16.9804;4.6;2.82253
-15.7004;-5.94766;16.7892;4.8;2.94525
-15.5425;-5.82495;16.5981;5;3.06797
-15.3845;-5.70223;16.4073;5.2;3.19068
-15.2266;-5.57951;16.2167;5.4;3.3134
-15.0687;-5.45679;16.0263;5.6;3.43612
-14.9108;-5.33407;15.8361;5.8;3.55884
-14.7528;-5.21135;15.6462;6;3.68156
-14.5949;-5.08863;15.4566;6.2;3.80428
-14.437;-4.96591;15.2672;6.4;3.927
-14.2791;-4.8432;15.0781;6.6;4.04972
-14.1211;-4.72048;14.8892;6.8;4.17243
-13.9632;-4.59776;14.7007;7;4.29515
-13.8053;-4.47504;14.5125;7.2;4.41787
-13.6474;-4.35232;14.3246;7.4;4.54059
-13.4894;-4.2296;14.137;7.6;4.66331
-13.3315;-4.10688;13.9498;7.8;4.78603
-13.1736;-3.98417;13.7629;8;4.90875
-13.0157;-3.86145;13.5764;8.2;5.03146
-12.8577;-3.73873;13.3903;8.4;5.15418
-12.6998;-3.61601;13.2046;8.6;5.2769
-12.5419;-3.49329;13.0193;8.8;5.39962
-12.384;-3.37057;12.8345;9;5.52234
-12.226;-3.24785;12.6501;9.2;5.64506
-12.0681;-3.12513;12.4662;9.4;5.76778
-11.9102;-3.00242;12.2828;9.6;5.8905
-11.7523;-2.8797;12.0999;9.8;6.01321
-11.5943;-2.75698;11.9176;10;6.13593
-11.4364;-2.63426;11.7359;10.2;6.25865
-11.2785;-2.51154;11.5548;10.4;6.38137
-11.1206;-2.38882;11.3743;10.6;6.50409
-10.9626;-2.2661;11.1944;10.8;6.62681
-10.8047;-2.14339;11.0153;11;6.74953
-10.6468;-2.02067;10.8369;11.2;6.87224
-10.4889;-1.89795;10.6592;11.4;6.99496
-10.3309;-1.77523;10.4824;11.6;7.11768
-10.173;-1.65251;10.3064;11.8;7.2404
-10.0151;-1.52979;10.1313;12;7.36312
-9.85717;-1.40707;9.9571;12.2;7.48584
-9.69925;-1.28436;9.78392;12.4;7.60856
-9.54133;-1.16164;9.61178;12.6;7.73128
-9.3834;-1.03892;9.44074;12.8;7.85399
-9.22548;-0.916199;9.27086;13;7.97671
-9.06755;-0.793481;9.1022;13.2;8.09943
-8.90963;-0.670762;8.93484;13.4;8.22215
-8.7517;-0.548043;8.76885;13.6;8.34487
-8.59403;-0.425005;8.60453;13.8;8.46791
-8.45267;-0.281057;8.45734;14;8.61185
-8.36299;-0.088813;8.36346;14.1893;8.8041
-8.28567;0.0958076;8.28622;14.3648;8.98872
-8.20727;0.279809;8.21204;14.5414;9.17272
-8.14793;0.471922;8.16159;14.709;9.36483
-8.09192;0.663945;8.11912;14.8749;9.55686
-8.03626;0.856042;8.08172;15.0414;9.74895
-8.0068;1.05573;8.0761;15.1938;9.94864
-8.00711;1.25794;8.10533;15.3268;10.1509
-8.02198;1.45792;8.15338;15.4489;10.3508
-8.05107;1.65631;8.21968;15.5611;10.5492
-8.08054;1.85413;8.29053;15.6744;10.747
-8.11;2.05195;8.36556;15.7895;10.9449
-8.13947;2.24976;8.44467;15.9062;11.1427
-8.16894;2.44758;8.52773;16.0245;11.3405
-8.1984;2.6454;8.61464;16.1445;11.5383
-8.22787;2.84322;8.70527;16.2661;11.7361
-8.25734;3.04103;8.79952;16.3892;11.9339
-8.28681;3.23885;8.89726;16.5137;12.1318
-8.31627;3.43667;8.99839;16.6398;12.3296
-8.34574;3.63448;9.10279;16.7673;12.5274
-8.37521;3.8323;9.21036;16.8962;12.7252
-8.40467;4.03012;9.32097;17.0265;12.923
-8.43414;4.22794;9.43452;17.1581;13.1208
-8.46361;4.42575;9.55092;17.2911;13.3187
-8.49482;4.62331;9.67145;17.424;13.5162
-8.57235;4.81354;9.83135;17.5235;13.7065
-8.73436;4.96349;10.0462;17.5413;13.8564
-8.88508;5.09508;10.2423;17.5539;13.988
-8.98394;5.28595;10.4236;17.6474;14.1789
-9.06721;5.46806;10.5884;17.745;14.361
-9.09777;5.674;10.7221;17.8943;14.5669
-9.12228;5.87255;10.8491;18.0422;14.7655
-9.12016;6.07433;10.9579;18.2089;14.9672
-9.10472;6.27418;11.0572;18.3822;15.1671
-9.07479;6.47246;11.1465;18.5629;15.3654
-9.03404;6.66858;11.2287;18.7483;15.5615
-8.98477;6.86261;11.3058;18.937;15.7555
-8.92891;7.05477;11.3796;19.1279;15.9477
-8.86798;7.24534;11.4515;19.3205;16.1383
-8.8032;7.4346;11.5226;19.5143;16.3275
-8.73549;7.62282;11.5938;19.7089;16.5157
-8.66559;7.81022;11.6658;19.9041;16.7031
-8.59405;7.99699;11.7392;20.0998;16.8899
-8.52128;8.18329;11.8143;20.2959;17.0762
-8.44759;8.36922;11.8914;20.4922;17.2621
-8.37323;8.55489;11.9707;20.6887;17.4478
-8.29836;8.74034;12.0522;20.8853;17.6333
-8.22311;8.92565;12.1362;21.0821;17.8186
-8.14759;9.11084;12.2226;21.2791;18.0038
-8.07187;9.29595;12.3114;21.4761;18.1889
-7.99599;9.481;12.4026;21.6732;18.3739
-7.92;9.666;12.4963;21.8703;18.5589
-7.84392;9.85097;12.5924;22.0676;18.7439
-7.76779;10.0359;12.6909;22.2649;18.9288
-7.69161;10.2208;12.7916;22.4622;19.1137
-7.6154;10.4057;12.8947;22.6596;19.2987
-7.53916;10.5906;13;22.8571;19.4836
-7.46291;10.7755;13.1075;23.0546;19.6685
-7.38666;10.9604;13.2172;23.2521;19.8533
-7.31041;11.1453;13.3289;23.4497;20.0382
-7.23419;11.3302;13.4428;23.6473;20.2231
-7.15802;11.5152;13.5586;23.8449;20.4081
-7.08194;11.7001;13.6765;24.0426;20.593
-7.00601;11.8852;13.7964;24.2403;20.7781
-6.93031;12.0703;13.9184;24.438;20.9632
-6.85496;12.2555;14.0424;24.6357;21.1484
-6.78012;12.441;14.1686;24.8333;21.3339
